x y z
4 0.3 0.6878306878
4 0.35 0.6296296296
4 0.6 0.7566137566
4 0.7 0.7883597884
4 0.8 0.8253968254
4 0.45 0.708994709
4 0.55 0.7671957672
4 0.4 0.7248677249
4 0.85 0.8042328042
4 0.25 0.6878306878
4.5 0.55 0.7619047619
4.5 0.25 0.6455026455
4.5 0.65 0.708994709
4.5 0.5 0.746031746
4.5 0.8 0.8306878307
4.5 0.45 0.7724867725
4.5 0.4 0.746031746
4.5 0 0.7195767196
4.5 0.35 0.746031746
4.5 0.2 0.7195767196
4.5 0.75 0.8201058201
4.5 0.7 0.7671957672
4.5 0.85 0.8201058201
4.5 0.3 0.671957672
4.5 0.6 0.8306878307
5 0.7 0.8253968254
5 0.85 0.835978836
5 0 0.6984126984
5 0.8 0.7724867725
5 0.4 0.7354497354
5 0.5 0.8095238095
5 0.35 0.7989417989
5 0.6 0.7301587302
5 0.75 0.8148148148
5 0.65 0.8201058201
5 0.2 0.6825396825
5 0.3 0.7777777778
5 0.25 0.7619047619
5 0.45 0.7989417989
5 0.55 0.7777777778
5.5 0.4 0.7777777778
5.5 0.6 0.7936507937
5.5 0.35 0.7407407407
5.5 0.3 0.7248677249
5.5 0.75 0.8201058201
5.5 0.65 0.7724867725
5.5 0.8 0.835978836
5.5 0.45 0.8201058201
5.5 0.5 0.8042328042
5.5 0 0.7830687831
5.5 0.85 0.8095238095
5.5 0.2 0.7301587302
5.5 0.25 0.8042328042
5.5 0.7 0.8042328042
5.5 0.55 0.746031746
6 0.2 0.7301587302
6 0.6 0.8148148148
6 0 0.6772486772
6 0.85 0.8253968254
6 0.7 0.8306878307
6 0.65 0.7513227513
6 0.35 0.7883597884
6 0.8 0.8148148148
6 0.45 0.835978836
6 0.25 0.8148148148
6 0.75 0.8677248677
6 0.4 0.7195767196
6 0.3 0.6825396825
6 0.5 0.8306878307
6 0.55 0.8042328042
6.5 0.2 0.7248677249
6.5 0.3 0.7248677249
6.5 0 0.6560846561
6.5 0.4 0.7566137566
6.5 0.75 0.8465608466
6.5 0.55 0.7671957672
6.5 0.35 0.8042328042
6.5 0.8 0.835978836
6.5 0.25 0.6931216931
6.5 0.6 0.7407407407
6.5 0.7 0.7989417989
6.5 0.65 0.8518518519
6.5 0.5 0.7989417989
6.5 0.85 0.8148148148
6.5 0.45 0.7142857143
7 0.85 0.8095238095
7 0.4 0.6984126984
7 0.65 0.7777777778
7 0.25 0.7777777778
7 0.55 0.7195767196
7 0.75 0.8148148148
7 0 0.7142857143
7 0.35 0.7301587302
7 0.2 0.7301587302
7 0.6 0.7248677249
7 0.3 0.708994709
7 0.8 0.7407407407
7 0.5 0.8148148148
7 0.45 0.7248677249
7 0.7 0.7407407407
7.5 0.3 0.7989417989
7.5 0.25 0.7777777778
7.5 0.4 0.7671957672
7.5 0.2 0.7619047619
7.5 0.5 0.8253968254
7.5 0.7 0.8201058201
7.5 0.6 0.8095238095
7.5 0.85 0.8306878307
7.5 0 0.8095238095
7.5 0.55 0.7671957672
7.5 0.65 0.7883597884
7.5 0.75 0.8253968254
7.5 0.8 0.8465608466
7.5 0.35 0.7142857143
7.5 0.45 0.7566137566
