"Start","End","Label","Prediction"
"17638.532897949","17639.032897949","Wandelen","Nietsdoen"
"17639.032897949","17639.532897949","Wandelen","Nietsdoen"
"17639.532897949","17640.032897949","Wandelen","Nietsdoen"
"17640.032897949","17640.532897949","Ruis","Nietsdoen"
"17640.532897949","17641.032897949","Ruis","Nietsdoen"
"17641.032897949","17641.532897949","Ruis","Nietsdoen"
"17641.532897949","17642.032897949","Nietsdoen","Trapaf"
"17642.032897949","17642.532897949","Nietsdoen","Trapaf"
"17642.532897949","17643.032897949","Nietsdoen","Trapaf"
"17643.032897949","17643.532897949","Nietsdoen","Trapaf"
"17643.532897949","17644.032897949","Nietsdoen","Trapaf"
"17644.032897949","17644.532897949","Nietsdoen","Trapop"
"17644.532897949","17645.032897949","Nietsdoen","Trapop"
"17645.032897949","17645.532897949","Nietsdoen","Trapop"
"17645.532897949","17646.032897949","Nietsdoen","Trapop"
"17646.032897949","17646.532897949","Nietsdoen","Trapop"
"17646.532897949","17647.032897949","Nietsdoen","Trapop"
"17647.032897949","17647.532897949","Nietsdoen","Trapop"
"17647.532897949","17648.032897949","Nietsdoen","Trapop"
"17648.032897949","17648.532897949","Nietsdoen","Trapop"
"17648.532897949","17649.032897949","Nietsdoen","Trapop"
"17649.032897949","17649.532897949","Nietsdoen","Trapop"
"17649.532897949","17650.032897949","Nietsdoen","Trapop"
"17650.032897949","17650.532897949","Nietsdoen","Trapop"
"17650.532897949","17651.032897949","Nietsdoen","Trapop"
"17651.032897949","17651.532897949","Nietsdoen","Trapop"
"17651.532897949","17652.032897949","Nietsdoen","Trapop"
"17652.032897949","17652.532897949","Nietsdoen","Trapop"
"17652.532897949","17653.032897949","Nietsdoen","Trapop"
"17653.032897949","17653.532897949","Nietsdoen","Trapop"
"17653.532897949","17654.032897949","Ruis","Trapop"
"17654.032897949","17654.532897949","liftau","Trapop"
"17654.532897949","17655.032897949","liftau","Trapop"
"17655.032897949","17655.532897949","liftau","Trapop"
"17655.532897949","17656.032897949","liftau","Trapop"
"17656.032897949","17656.532897949","liftau","Trapop"
"17656.532897949","17657.032897949","liftau","Trapaf"
"17657.032897949","17657.532897949","liftau","Trapaf"
"17657.532897949","17658.032897949","liftau","Trapaf"
"17658.032897949","17658.532897949","liftau","Trapaf"
"17658.532897949","17659.032897949","liftau","Trapaf"
"17659.032897949","17659.532897949","liftau","Trapop"
"17659.532897949","17660.032897949","Ruis","Trapop"
"17660.032897949","17660.532897949","Ruis","Trapop"
"17660.532897949","17661.032897949","Nietsdoen","Trapop"
"17661.032897949","17661.532897949","Nietsdoen","Trapop"
"17661.532897949","17662.032897949","Nietsdoen","Trapop"
"17662.032897949","17662.532897949","Nietsdoen","Trapop"
"17662.532897949","17663.032897949","Nietsdoen","Trapop"
"17663.032897949","17663.532897949","Nietsdoen","Trapop"
"17663.532897949","17664.032897949","Nietsdoen","Trapop"
"17664.032897949","17664.532897949","Nietsdoen","Trapop"
"17664.532897949","17665.032897949","Nietsdoen","Trapop"
"17665.032897949","17665.532897949","Ruis","Trapop"
"17665.532897949","17666.032897949","Liftad","Trapop"
"17666.032897949","17666.532897949","Liftad","Trapop"
"17666.532897949","17667.032897949","Liftad","Trapaf"
"17667.032897949","17667.532897949","Liftad","Trapaf"
"17667.532897949","17668.032897949","Liftad","Trapaf"
"17668.032897949","17668.532897949","Liftad","Trapaf"
"17668.532897949","17669.032897949","Liftad","Trapaf"
"17669.032897949","17669.532897949","Liftad","Trapaf"
"17669.532897949","17670.032897949","Ruis","Trapaf"
"17670.032897949","17670.532897949","Ruis","Trapaf"
"17670.532897949","17671.032897949","Nietsdoen","Trapaf"
"17671.032897949","17671.532897949","Nietsdoen","Trapaf"
